pmcid	score	relevancy
3152174	0.14330734	0
3375845	0.1432864	0
3678016	0.1432759	0
3219765	0.14305355	0
3083816	0.14294904	0
2613589	0.14258285	0
3345594	0.14174843	0
3837720	0.1417458	0
2729302	0.1417223	0
2244618	0.14170443	0
2893367	0.14168014	0
3475120	0.14133167	0
3677625	0.1412342	0
3537269	0.14109704	0
3145465	0.140784	0
3697188	0.14078246	0
3328892	0.14012481	0
2868169	0.13974532	0
3757910	0.13954544	0
3312289	0.13948676	2
2412892	0.1389654	0
3880664	0.13824394	0
2687650	0.13819459	0
3499243	0.13808809	0
3516016	0.1379118	0
3177918	0.13774177	0
2569935	0.13694963	0
2561009	0.1369419	0
3693953	0.13663428	0
2908657	0.13657978	0
3030021	0.1362652	0
3884863	0.13605733	0
3814995	0.13594964	0
3591748	0.13575001	0
3221906	0.1356755	0
3420748	0.13556871	0
2955573	0.13544188	0
3735910	0.13524614	0
3836920	0.13513765	0
2672467	0.13508813	0
3126789	0.13505779	0
3774445	0.13502862	0
3038794	0.1349316	0
3278641	0.13491283	0
3024513	0.1346262	0
3102884	0.13455476	0
3883260	0.13406286	0
2424060	0.13401358	0
2740002	0.13392973	0
3704709	0.13363664	0
3665880	0.13362329	0
3160386	0.1335694	0
3531989	0.13344054	0
3270464	0.13325295	0
3116486	0.132092	0
3361473	0.13196765	0
3420662	0.13195992	0
3773426	0.13194847	0
2657235	0.13187222	0
1435775	0.13170724	0
3789899	0.13159567	0
3841591	0.13154404	0
2222229	0.13149557	0
3838588	0.13127239	0
3529896	0.13106823	0
3143083	0.13095534	0
2938507	0.13075589	0
2762362	0.13062315	2
3125361	0.13042682	0
3051127	0.13020636	0
3539056	0.13013342	0
2663435	0.12996499	2
2771972	0.12973595	0
3784135	0.1296684	0
3258820	0.12963147	0
3459815	0.12959573	0
2737768	0.12955098	0
3628471	0.12939702	0
3599214	0.12924549	0
2842962	0.12910537	0
3540667	0.12901832	0
3834211	0.12876128	0
2882888	0.12863734	2
3573361	0.12809165	0
3162685	0.1279392	0
3878030	0.12776488	0
2686887	0.12770656	0
3499272	0.12755425	0
2323000	0.12695712	0
2500007	0.12617648	0
2827051	0.12614237	0
2890882	0.12595728	0
2994112	0.1257898	0
3065004	0.12564705	0
3056427	0.12536387	0
3103010	0.12522994	0
3198689	0.12513833	2
3618262	0.12512052	0
2941787	0.12497571	0
3588210	0.12476986	0
3074272	0.12463148	0
2572047	0.124427624	0
2769310	0.124096	0
2693140	0.123924434	0
3004878	0.12386941	0
3194749	0.123409204	0
3396049	0.123399004	0
3699419	0.12317366	0
3132325	0.123093754	0
2957620	0.1230704	0
3140289	0.122783355	0
3487830	0.122710146	0
3664675	0.12254213	0
3484556	0.12252273	0
3047824	0.12244713	0
3826290	0.12202595	2
3590570	0.12192115	0
1308829	0.12177757	0
3058085	0.121733524	0
3631521	0.12159785	0
2335289	0.121347815	0
2997343	0.121072195	0
2740289	0.12089988	0
2740280	0.12070941	0
2259296	0.12064959	0
2762432	0.12062961	2
3600242	0.11939283	0
3288376	0.11877507	0
3030022	0.11867319	0
3390736	0.11862015	0
3686606	0.118382365	0
29021	0.11835918	0
3534478	0.11823031	0
3485910	0.11814541	0
2991275	0.118041135	0
3019070	0.11797442	0
3734632	0.117913045	0
2703243	0.11775972	0
270718	0.1177287	2
2799007	0.11770989	0
1887528	0.11731554	0
3258019	0.116905905	0
2386116	0.11686324	0
3714068	0.11683857	0
3275944	0.11660772	0
2174471	0.1164464	0
3394108	0.11627952	0
3366228	0.11563507	0
3232573	0.11559418	0
3199046	0.11536296	0
3389317	0.11527481	0
3712160	0.11526843	0
3641729	0.115186885	0
3437312	0.114752725	0
2906428	0.11463732	0
3514081	0.114341624	0
3809441	0.114068046	0
3543206	0.114006676	0
3259051	0.11397081	0
3485124	0.113816686	0
2799006	0.11367132	0
2672220	0.11347186	0
2922325	0.113425426	0
2801628	0.11310919	2
2631458	0.11290525	0
2686256	0.11290358	0
3819912	0.112876095	0
3180239	0.11237992	2
3172079	0.11223278	2
3369446	0.11211194	0
2726538	0.111907266	0
2998248	0.11185022	2
3137834	0.11173128	0
3015508	0.11172768	0
3014709	0.11171203	2
3599649	0.11166634	0
2914738	0.111657456	0
2691645	0.111543104	0
2912246	0.11117725	0
2685790	0.11089667	0
3173977	0.110889636	0
3166266	0.11068595	0
2630042	0.11066717	0
3860027	0.11057234	0
3759774	0.110306025	0
3638540	0.110235155	0
3152170	0.11023205	0
3522320	0.11008584	0
1192795	0.11005277	0
2859592	0.10979055	0
3679720	0.109466925	0
3139133	0.109412655	2
3045948	0.10940799	0
1526441	0.109395966	0
3170355	0.109256506	0
3632029	0.10924362	0
2672256	0.109037206	0
3558662	0.10893727	0
3184670	0.108812764	0
2756388	0.10818391	0
3143099	0.10810849	0
2228386	0.10801679	0
1257451	0.10792722	0
3172066	0.10776887	2
3209998	0.10770846	0
3389854	0.10766826	0
3599762	0.107334234	0
3759076	0.10729719	0
3606484	0.10727497	0
2737804	0.10722809	0
3848692	0.106896706	0
2994107	0.106721	0
2771822	0.10668482	0
3565137	0.10660942	0
3028953	0.10649907	0
2784465	0.1062389	2
2989756	0.10583586	0
3784058	0.105743095	0
3259362	0.10549331	0
3786091	0.105421625	0
3259423	0.10518529	0
3575667	0.105141796	0
2824630	0.10500658	0
3074290	0.10484508	0
2859479	0.10480993	0
3438861	0.104659714	0
2887499	0.10461745	0
2663448	0.104558915	2
2635122	0.10430711	0
3161273	0.10409649	0
1087206	0.1040311	0
3024648	0.10401635	0
2768636	0.10396909	0
3132363	0.10388704	0
3606043	0.103878565	2
3299326	0.10373607	0
2672442	0.10372239	0
3150870	0.103593856	0
2769480	0.10354378	0
3786473	0.103500985	0
3540682	0.10345592	0
3485111	0.10343248	0
3114338	0.10334808	0
3751899	0.10319189	0
2922317	0.10310281	2
2769449	0.103066936	2
2496697	0.103035904	0
3842075	0.1029239	0
2737796	0.10257186	0
3543806	0.10211673	0
3576735	0.10203727	0
3658298	0.10198035	0
3744731	0.10197964	0
2901246	0.10125482	2
3860047	0.10102312	0
3629249	0.10095101	0
3263884	0.10092569	0
2984467	0.100893326	0
1867816	0.10074286	0
3222603	0.10072636	0
3632034	0.10072147	0
2728614	0.100681715	0
3654705	0.100640915	0
3224462	0.100548364	0
3485389	0.10045887	0
3242026	0.10036606	0
2958933	0.10033139	2
3499199	0.10028822	0
3403327	0.100275405	0
3748735	0.10025089	0
3581257	0.10022086	0
3342257	0.099953674	0
1993970	0.09989702	0
2740015	0.099859685	0
3200126	0.099221356	0
2672459	0.09919477	0
1808476	0.09907589	0
3179762	0.09896571	0
1097737	0.09887489	0
2705820	0.09883944	0
137445	0.09883241	0
3321307	0.09871515	0
3775059	0.09850638	0
3141707	0.09849911	0
3311823	0.09848784	0
3253404	0.09845761	0
3506153	0.09835793	0
3339718	0.0982689	0
3395961	0.09820209	0
3520688	0.09816199	0
3329083	0.09812308	0
2687617	0.09798676	0
3296488	0.097901545	0
3634960	0.097896054	2
2798987	0.09779126	0
3874347	0.09747594	0
2241773	0.097365014	0
1079931	0.097347245	0
2845791	0.09711065	0
3088525	0.09691346	0
2675514	0.09684245	0
2698085	0.09649089	0
1993997	0.09640456	2
1993941	0.096281715	0
3228720	0.09620115	0
3641458	0.0960512	0
2790441	0.09593141	0
1654186	0.095803455	0
3890740	0.09568343	0
3617994	0.095623456	0
3363143	0.0955718	2
2884204	0.09531639	0
3520072	0.09531068	0
3693826	0.095310375	0
2769272	0.09528987	0
3311144	0.0948958	0
3116541	0.09479366	0
1564006	0.094778605	0
3124316	0.09473306	0
2737754	0.094457336	0
3030013	0.094440885	0
2259297	0.09438144	0
3724277	0.09423304	0
3750277	0.09421296	0
3232486	0.093936644	0
3178020	0.09361822	0
3431238	0.093526855	0
3377355	0.09344322	0
3752876	0.09342196	0
3626770	0.09329311	0
1988801	0.093287446	0
2760916	0.093245275	0
2096525	0.09306041	0
2821395	0.093029894	0
2774585	0.092988744	0
2769333	0.092977524	0
2763663	0.092969805	0
3683479	0.09273031	0
3596660	0.09263909	0
2517059	0.09259005	0
3743376	0.09239765	0
3792946	0.09226929	2
3059445	0.092259124	0
3086162	0.09225722	0
3030057	0.09219172	0
3701993	0.09209254	0
3546965	0.0918675	0
3356466	0.09173759	0
2293966	0.09165434	0
3866317	0.091505155	0
3873465	0.09131404	0
3769201	0.091206975	2
3394745	0.091191985	0
2987911	0.0910921	0
2729320	0.091080435	0
2663456	0.09097697	2
1626463	0.09085417	2
80153	0.09084845	0
2324209	0.09077273	2
2467409	0.09076794	0
2847255	0.090765364	0
3777325	0.09073019	0
1940305	0.090641715	0
3524242	0.090633266	0
3099615	0.0906178	0
2474682	0.090568155	0
2672274	0.09048611	0
2767142	0.09046379	0
2695205	0.09034066	0
2740129	0.09020387	0
3349853	0.09016917	0
3066758	0.08995462	0
2559826	0.08992506	0
1942180	0.08992364	0
3249829	0.089911334	0
3859030	0.0898492	0
3658340	0.089680165	0
3864880	0.089671984	0
2628175	0.089638054	0
3402108	0.0895994	0
3291453	0.08952353	0
3037323	0.089341424	0
1397818	0.089179434	0
3075474	0.08917164	0
3452202	0.08903909	0
3854845	0.08901658	0
3235785	0.08872295	0
3724069	0.088657096	0
1087207	0.08863721	0
3670194	0.08833626	0
1513152	0.08831294	0
3841631	0.08824827	0
3649883	0.08803331	0
3671015	0.087675236	0
2515425	0.087637804	0
3172088	0.08750907	2
3172062	0.08734183	2
3004541	0.087268464	0
3569379	0.08726212	0
2860444	0.087122254	2
2700591	0.08682072	0
3018453	0.08655555	0
3580899	0.08648654	0
3444364	0.086338215	0
2922941	0.086248025	0
2998525	0.086245894	0
3054929	0.086205475	0
3132610	0.08613817	0
3046165	0.08590056	0
3526875	0.08587937	0
1626486	0.08583766	0
3392843	0.08583579	0
3485663	0.08581855	0
3872428	0.08576777	2
3758966	0.08562939	0
3604869	0.08539744	0
3253771	0.08534547	0
3405406	0.08532257	0
3844346	0.08524095	0
3227341	0.085225366	0
2740102	0.08516071	0
2576460	0.085121736	0
2967696	0.08499226	0
2906723	0.08495753	0
3721886	0.08488456	0
2886329	0.08488373	0
3333805	0.08486364	2
3287084	0.08477159	0
3148601	0.08468791	0
3406274	0.08450027	0
2376070	0.08432806	0
3180522	0.08418693	0
2685385	0.08415593	2
3080323	0.083790846	0
3339114	0.08368047	0
3451623	0.083651155	0
3385805	0.08355542	0
1523324	0.08353235	0
3302134	0.08336356	0
3467449	0.083259165	0
3805841	0.08319821	0
2014771	0.08317654	0
1993946	0.08308011	0
3368232	0.0830462	0
2997063	0.08284142	0
3078860	0.08276329	0
1884155	0.08257759	0
2740278	0.08255228	0
2374634	0.0824615	0
3555597	0.082378946	0
3541576	0.082289465	0
3161453	0.08217895	0
2943712	0.08217468	0
3279506	0.08203841	0
3821938	0.08196116	0
3874663	0.081868134	0
2729720	0.08181297	0
3395557	0.081775755	0
2659845	0.08177108	0
3191478	0.08153615	0
3197099	0.081412226	0
3649685	0.08140599	0
3306951	0.081373535	0
2847211	0.081371374	0
3177927	0.081355006	0
2538526	0.08123745	0
3583747	0.0811571	0
3019028	0.08086467	0
3376342	0.08076571	0
524514	0.08075514	0
1993984	0.080689356	2
2533016	0.080664076	0
3835239	0.08065899	0
1185536	0.08064929	0
2386353	0.08064317	0
3858950	0.080621	0
3721822	0.08052142	0
3616046	0.08039468	0
3172061	0.080220245	0
3499201	0.08020895	0
3310359	0.08007061	2
2771834	0.07990246	0
2556668	0.079738975	0
3708050	0.07970967	0
2291319	0.07968876	0
3827319	0.07962567	0
3170353	0.07959318	0
2544370	0.07951897	0
2093928	0.079309866	0
3575994	0.079280324	0
1994040	0.07919411	0
385253	0.07901533	0
3817642	0.078914545	0
2964947	0.07885795	0
3775097	0.078842185	0
3519551	0.07867931	0
3470020	0.078677185	0
3808766	0.078502394	0
1993926	0.07849942	0
1299322	0.078441635	0
2553053	0.07832071	0
3004508	0.0781369	0
3515898	0.07811241	0
3085225	0.078066476	0
2852081	0.077991456	0
2811944	0.07781893	0
3249269	0.07762217	0
3538779	0.07755842	0
2464772	0.0771809	2
2854929	0.0771225	0
2716297	0.07708825	0
2686947	0.07706446	2
3652182	0.0770551	0
1590051	0.07704196	2
3206356	0.07639518	0
3245485	0.0761569	0
3284873	0.07597154	0
3685454	0.075900264	2
3172074	0.07569859	2
2872575	0.07564703	0
2871551	0.07560112	0
3560565	0.075600415	0
2852785	0.07522527	0
3375193	0.075180285	0
3796830	0.07508607	0
1550952	0.075042054	0
3832384	0.07502891	2
3732344	0.07486986	0
3606122	0.074692845	0
2464578	0.07455137	0
3883478	0.07441321	0
3354470	0.07440085	0
3203260	0.07430047	0
3616125	0.07423028	0
3163217	0.07405917	0
2796655	0.0740188	0
3632200	0.0740042	0
3872699	0.07390775	0
3517768	0.07375013	0
2990894	0.073716685	0
3557161	0.0736818	0
3691638	0.073640004	0
2664788	0.0735888	0
2811979	0.073373914	0
3573973	0.07322991	0
3218789	0.07312386	0
2686260	0.0730494	2
3483730	0.07285689	0
3388257	0.07281037	0
3465545	0.07268795	0
3849595	0.07254918	0
2667172	0.07245832	2
2997201	0.07228617	0
2882891	0.072210126	2
3347847	0.072039	2
1635700	0.071966805	0
3674472	0.071919635	0
1824744	0.071766466	0
3850740	0.07168459	0
2580022	0.07167177	0
3586121	0.07167075	0
3201930	0.071575254	0
2945509	0.07152366	0
3878786	0.071521856	0
3724385	0.0714309	0
3338527	0.071403936	0
3193044	0.07138392	0
3278207	0.07135571	0
3785401	0.07135077	2
3747330	0.07132693	0
3525639	0.071221985	0
3035018	0.07121665	0
2077861	0.07118982	0
1540420	0.071163334	0
2496985	0.071020596	2
1592077	0.07100008	0
1993952	0.07092409	2
2350132	0.070896655	2
3418896	0.070882045	0
3447712	0.07081995	0
3227162	0.07076462	0
3192212	0.07074308	0
3745935	0.07050031	0
3282534	0.07021369	0
3517627	0.07018905	0
2779417	0.06992148	0
2323360	0.06987911	0
2791727	0.06976736	0
3655296	0.06976206	0
3815114	0.069727354	0
3028941	0.06964797	0
3704960	0.069495715	0
3707238	0.06948644	0
2657253	0.069442585	0
3809218	0.069405206	0
3216369	0.06924719	0
3857742	0.068972066	0
3172655	0.06872739	0
3847233	0.06868203	0
2443809	0.06856756	0
2386464	0.06854421	0
2597757	0.068516575	0
2717963	0.068142526	0
3808807	0.0680181	0
3335556	0.0679923	0
3809252	0.0679606	0
2686979	0.0679265	0
3628368	0.06782686	0
2939394	0.067578	0
3526867	0.06745493	0
2542403	0.067425065	0
1175909	0.06740586	2
3181967	0.06721319	0
3018997	0.06719941	0
2886876	0.06713355	0
546203	0.06713334	0
2637291	0.06703358	0
3088945	0.066966325	0
2833164	0.066892296	0
1785383	0.06685492	0
3198993	0.06682616	0
3237099	0.06678812	0
2859334	0.066486634	0
1786189	0.06641874	0
2672120	0.066203006	0
2812798	0.066146374	0
3533604	0.066068605	0
2686341	0.066027574	0
3086146	0.065975375	0
3873921	0.06592954	0
3172075	0.06587459	2
3113364	0.06550131	0
3134683	0.06545934	0
2886039	0.065262645	0
1318485	0.06514181	0
3669617	0.06513439	0
2293964	0.0648519	2
3804429	0.0647884	0
3072742	0.06474537	2
3094747	0.064669445	0
1533997	0.06465586	0
3466888	0.06460704	0
3587687	0.06458642	0
3146916	0.06445006	0
3002374	0.064400315	0
3828777	0.064136535	0
3383291	0.06411555	0
3876306	0.06399584	0
3588009	0.063956134	0
3130464	0.06377212	0
2943114	0.063450254	0
3747436	0.063448794	0
3132364	0.063422024	0
3835886	0.063202284	0
3840664	0.06309931	0
3096508	0.06303194	0
3191515	0.062984936	0
3714265	0.06278409	0
3615972	0.06274262	0
3010778	0.06257962	0
3232536	0.06254965	0
3517523	0.06240675	0
2828107	0.062302254	0
3157758	0.062093265	2
2687926	0.062047254	0
3219242	0.061880585	0
1994049	0.0616751	0
3683440	0.061627604	0
3150253	0.06154085	0
3443571	0.061506063	0
1936364	0.06147627	0
2822572	0.06146689	0
2952456	0.06144501	0
3189893	0.06125246	0
3393122	0.061011076	0
3061924	0.060946293	0
2556681	0.060944397	0
3384631	0.060898248	0
2827159	0.060879294	0
3390430	0.060837545	0
3577678	0.06063291	0
3390085	0.06058229	0
2941136	0.059990007	0
3170708	0.059952848	0
3499213	0.059769046	0
2989515	0.059658032	0
3604448	0.05957064	0
3657224	0.05955806	0
2291334	0.059519086	2
2987770	0.059485797	0
2724429	0.059443217	0
2603587	0.05935091	0
1471804	0.05924301	0
2685235	0.059004553	2
3072477	0.05885836	0
1550937	0.05885378	0
2226191	0.058795173	0
3541613	0.05876345	0
3547178	0.058674946	0
3049544	0.058647946	2
2769421	0.058644336	0
2658016	0.058565937	0
3120174	0.058236603	0
1283363	0.05816749	0
3181842	0.058115926	0
2702879	0.058115914	0
1994050	0.058061667	0
2787262	0.057777997	0
1761711	0.057756633	0
3767671	0.05766087	0
3849314	0.05760838	0
3853574	0.057554107	0
3119438	0.05754727	0
3181843	0.05753843	0
2922316	0.057521343	0
3487339	0.05751888	0
3394111	0.05723215	0
3675197	0.05716772	0
3141516	0.057124138	0
3842697	0.057033278	0
2779267	0.05698909	0
3856151	0.056842297	0
3840668	0.056747522	0
3677011	0.05666408	0
3346065	0.056444693	0
1409780	0.05642338	0
155634	0.056407154	2
2666450	0.056392442	0
3675306	0.056389235	0
3471255	0.056171063	0
2650986	0.056137882	0
3834709	0.056000147	0
3786610	0.055853352	0
3699293	0.055779543	2
3369912	0.05574793	0
2752759	0.055686582	0
2672458	0.055649865	0
1079864	0.055591114	0
3610452	0.055300776	0
3172072	0.05515516	2
3791961	0.05476508	0
3760632	0.054709006	0
3376503	0.054464508	2
2169246	0.054369956	0
2217271	0.054364987	0
3673397	0.05436137	0
2826300	0.05432991	0
3811709	0.05426561	0
3790866	0.054179005	0
3166187	0.05411299	2
3252288	0.054085217	0
3639921	0.053882897	0
3746783	0.053862646	0
2943579	0.053861022	0
2875536	0.053618077	0
2605739	0.053546403	0
2588438	0.053437058	0
2764338	0.053282365	0
3173660	0.053267565	0
2736586	0.05313041	0
2820435	0.053047206	0
2845783	0.05267583	0
3180398	0.052669376	0
3059755	0.052591212	0
3656895	0.052224886	0
3124386	0.052136306	0
3400162	0.051980507	0
2881009	0.05196185	0
3458916	0.051774167	0
3721290	0.051758386	0
3517754	0.05165571	0
1175863	0.05158417	0
2503957	0.051428962	0
2771786	0.05130729	0
1274324	0.051298298	0
3182649	0.05124545	0
2771000	0.05119042	0
3410168	0.051056787	0
2671106	0.051034566	0
1994047	0.050708357	0
1994037	0.05057588	0
3767941	0.050474968	0
2570569	0.050386406	0
1906784	0.05026639	0
3838825	0.05022677	0
2663534	0.050201315	0
3175877	0.05013937	0
3419875	0.05011381	0
3675203	0.05011191	0
2694641	0.05005638	0
3681568	0.05003102	0
2684577	0.049976286	2
3712681	0.049889717	0
1913498	0.049810518	0
3324327	0.0495857	0
2293961	0.04947391	2
3664388	0.049347814	0
3361033	0.049235553	0
3778715	0.0491737	0
2894022	0.049159374	0
3570433	0.049110327	0
3646160	0.049001005	0
3329674	0.04898466	0
2900089	0.048946902	0
2742700	0.04889598	0
3414549	0.048810687	0
2887375	0.048747223	0
3438422	0.048463557	0
3350022	0.04837114	0
3141910	0.048337366	0
1764010	0.048102938	0
3590604	0.048087236	0
3630236	0.048060965	0
3482077	0.04802778	0
3517571	0.047957752	0
3063789	0.047928806	0
3716929	0.04789765	0
3049881	0.047896322	0
1232859	0.047854416	0
2556674	0.047788337	0
2568006	0.047775507	0
3780660	0.04762189	0
3512871	0.047533426	0
2597770	0.047369525	0
3599866	0.047344517	0
3298655	0.04726834	0
1266033	0.047244705	0
3337383	0.04713915	0
3600181	0.047063872	0
2955599	0.046314325	0
3890731	0.04616861	0
3612472	0.046044238	0
3764185	0.04592468	0
3868691	0.045750465	0
1936414	0.045728352	0
1994035	0.04514399	2
3558418	0.044839464	0
3536634	0.044627883	0
3577504	0.044580657	0
3338765	0.044453133	0
3841950	0.044405684	0
3653097	0.04426151	0
3413080	0.044230644	0
3375013	0.044173073	0
2248573	0.044095777	0
2921518	0.044032186	0
2292494	0.0436347	0
3040428	0.04361935	0
3877610	0.043549903	0
3627015	0.043503266	0
3500695	0.043350898	0
3560658	0.043199643	0
2663442	0.043119065	2
3746119	0.04310013	0
59621	0.04307472	0
2480503	0.042971667	0
2778769	0.042951267	0
3844607	0.04283267	0
2515416	0.042708933	2
2096564	0.042642873	0
2826379	0.042486038	0
2697586	0.042467073	0
2824863	0.042287778	0
3517745	0.042251643	0
3831294	0.04216988	2
3236428	0.04213074	0
3429822	0.04211596	0
3137651	0.042093042	0
153546	0.0418321	0
3613968	0.041729175	0
153495	0.041672707	0
2875708	0.041633308	0
2571066	0.04160641	0
2827156	0.041472696	0
3746784	0.04143787	0
2905345	0.041190308	0
2429901	0.04055719	2
3521475	0.040419057	0
3106391	0.04032771	0
3701495	0.040256537	2
1369001	0.040131856	0
2938469	0.040104117	0
3751672	0.04003369	0
3878686	0.039993178	0
2532957	0.03962914	0
2756345	0.03962001	0
1180830	0.03949288	0
3840705	0.039478667	0
2500011	0.03909453	0
2661899	0.038716212	0
3482576	0.038610816	0
3671004	0.038376994	0
3729992	0.03835661	0
2822791	0.038208492	0
1448694	0.03810193	0
3600257	0.038072444	0
3132035	0.037917692	0
3672512	0.037615	0
3740665	0.03736469	0
3599413	0.037276234	0
3492672	0.037224457	0
1201156	0.036899596	0
3439687	0.03667724	0
3042093	0.036549717	0
3493372	0.036321167	0
2098751	0.036066327	0
2790738	0.035992987	0
1716834	0.035925176	0
3487356	0.035809413	0
2494623	0.03554077	0
193616	0.035488397	0
3147240	0.03535667	0
2927493	0.035277613	0
3875990	0.035237815	0
2956245	0.035198513	0
2903525	0.0348421	0
2923718	0.03449167	0
2233623	0.0344152	0
1832179	0.034373604	0
2809273	0.03430972	0
3750881	0.034213033	0
2697630	0.03409517	0
3665454	0.034057993	0
3214515	0.034033112	0
3734097	0.033997297	0
3015687	0.033532646	0
2785468	0.033507235	0
3866475	0.03348927	0
3673762	0.033249773	0
2481397	0.03322874	0
3447361	0.033007644	0
1781775	0.032953337	0
2751753	0.0328777	0
3103567	0.032854866	0
3583175	0.03276342	0
3529997	0.03260816	0
3814988	0.032208018	0
3061777	0.032043185	0
3451631	0.03199156	0
3535797	0.031854957	0
2906941	0.031808715	0
3459160	0.03157741	0
2877228	0.031539753	0
2981768	0.03126412	0
3701078	0.031206409	0
2853505	0.031134944	0
2387284	0.030511146	0
3885268	0.030464776	0
1947977	0.030180933	0
3392315	0.029921759	0
3701928	0.02970404	0
3636805	0.029622875	0
3281255	0.029426958	0
3521818	0.029351883	0
3566479	0.02935165	0
1781429	0.029252067	0
3722376	0.029124375	0
3099090	0.029081618	0
3137137	0.028591389	0
2893089	0.028350648	0
3614034	0.028151117	0
3845691	0.027900998	0
3126720	0.027840734	0
2988623	0.027788954	0
3543914	0.027678158	0
3283503	0.027568068	0
137242	0.027276274	0
3683518	0.027031891	0
3654293	0.026938334	0
3030795	0.026161633	0
3847148	0.026125228	0
2494545	0.026024964	0
3232101	0.025843102	0
3018257	0.025655279	0
2526520	0.025456984	0
