pmcid	score	relevancy
3411404	0.08872975	0
3875967	0.08850152	0
3559654	0.08808833	0
3133512	0.08794276	0
3479936	0.08786988	0
2547098	0.087702416	0
2538530	0.08766464	0
3701851	0.08757437	0
3130998	0.08731103	0
3660937	0.08730971	0
3529577	0.087276995	0
3312658	0.08714698	0
3040862	0.08704594	0
3657210	0.086850785	0
3532726	0.086580805	0
3276804	0.08656788	0
3481819	0.085730724	0
3741233	0.08572966	0
2335289	0.085698366	0
3639626	0.08527821	2
3891039	0.08509213	0
3297411	0.08500262	2
3152170	0.08454757	0
3229958	0.084401615	0
3765299	0.084391505	0
3102808	0.08400811	0
2276213	0.08396048	0
3560772	0.083921805	1
3812090	0.083833024	0
3626385	0.08355899	2
2769315	0.08351685	0
2740226	0.08340138	0
3503945	0.083312474	0
3781875	0.08330145	0
3544906	0.08324074	0
2769296	0.08323184	0
2599894	0.083099015	0
2807154	0.083071575	0
3724056	0.083055906	0
3125253	0.082977384	0
1819368	0.08291611	0
3875965	0.08287236	0
2903548	0.082727596	0
1555578	0.08248812	0
3866344	0.08230555	0
3745698	0.08220794	0
2907399	0.0821657	0
3838985	0.08216474	0
3435913	0.08214008	0
3539531	0.08187675	0
3656678	0.08165713	0
2698171	0.081534155	0
1562439	0.08141024	0
3199095	0.081407934	0
3263204	0.08132351	1
2797749	0.08127888	0
3749103	0.08100314	0
3334254	0.080993004	0
3401756	0.08097827	0
3444327	0.080915585	0
3691899	0.08078381	2
3380126	0.080738686	1
3616979	0.0806665	1
3667341	0.080619104	0
2859278	0.080549434	0
3267373	0.080505	0
2952095	0.08038932	0
1629026	0.080255166	1
3543543	0.0800379	0
3227724	0.07971933	0
2453666	0.0797095	1
3045305	0.07959423	0
1630706	0.07949645	0
1947954	0.079466134	2
2800841	0.07944668	0
3596070	0.079333715	0
2644628	0.07893597	0
3307242	0.07887192	0
3112109	0.07877279	0
3398309	0.07859826	0
1971255	0.07843252	0
2740243	0.07830141	0
3884169	0.07826899	0
2856371	0.078077644	0
3198258	0.07744195	0
3512883	0.077322945	0
2291310	0.07728433	0
3814282	0.07678096	0
3722782	0.076568216	0
3197026	0.076562166	0
3139669	0.07652011	0
3843512	0.07651432	0
3514125	0.07647031	0
3649627	0.07641735	0
3357214	0.076268874	2
2453658	0.07625938	1
3585913	0.076212585	0
3259362	0.076102816	2
1579220	0.07608893	0
3401751	0.07606648	2
3724136	0.07597039	0
3785593	0.07592177	1
2684217	0.075507976	0
1079905	0.075501285	0
3128700	0.07532104	0
3673860	0.07530556	0
3047971	0.07514241	2
3445826	0.074992865	0
3369138	0.07482203	1
3221226	0.07481401	0
3125195	0.07479818	0
3114322	0.074685656	2
3760951	0.07468463	0
3707746	0.07462574	0
3016174	0.074569315	0
3088938	0.07431555	0
1661653	0.074169934	0
3292981	0.07415628	0
2887526	0.07406835	0
3679720	0.073884316	0
3161273	0.07377972	0
3481803	0.07372818	0
3350163	0.07370074	0
3591686	0.07366492	0
2546468	0.07364499	1
535933	0.073524006	0
3168945	0.07349026	0
3469394	0.07346484	0
1174960	0.073442735	0
3088930	0.073345125	0
2948152	0.07324917	0
3712665	0.07298855	0
3579430	0.07296432	1
2991647	0.072797514	0
3604222	0.0727963	0
3426268	0.07274385	0
3872681	0.07272179	2
3508548	0.07269555	0
2988849	0.072544254	0
2678708	0.07247518	0
3265077	0.07224582	0
3451989	0.07222047	0
2628050	0.07214288	0
3448330	0.072100975	0
3772918	0.0720432	0
1936423	0.07192029	0
3658433	0.071902096	2
3081358	0.07183757	1
3528189	0.0717881	0
3221237	0.07175991	0
3678694	0.07175869	0
3090283	0.07164936	0
2822312	0.07160062	0
2799007	0.07159713	0
3046361	0.071553335	0
2686636	0.07136037	1
3358954	0.0712015	0
3632158	0.071127385	0
3046918	0.070852906	0
3457637	0.07076516	0
2803816	0.07065102	0
3189145	0.07041466	0
3858766	0.07031158	0
3385360	0.07030219	0
3649282	0.07029088	0
3342021	0.07021704	0
3347493	0.07013135	0
2693865	0.07009867	0
3505938	0.07007622	0
3751448	0.07000119	0
3816241	0.06994041	1
3445124	0.06993243	0
3834683	0.069875754	0
3623783	0.069870576	0
3056326	0.069746874	0
1343576	0.06951875	2
2219960	0.069236375	0
3409236	0.068828076	0
3201580	0.06882284	0
3210141	0.068785615	0
3765699	0.06877029	0
3434063	0.06874248	0
2806392	0.06867473	0
3616170	0.06854754	0
3481420	0.06853711	0
3052290	0.068175025	0
3776547	0.06811732	0
3481933	0.0679497	0
3312650	0.06792017	0
3827521	0.06782509	0
3420590	0.06777661	0
3099618	0.067767225	0
2807148	0.06763038	0
3349718	0.06759561	0
3514345	0.06750795	0
3582053	0.067205414	0
2879954	0.067188054	0
3627015	0.06711146	0
2788594	0.066938475	0
2844387	0.06684875	0
3703078	0.06668636	0
2780677	0.066677675	0
2685239	0.066581786	2
3088928	0.066525474	0
2922325	0.06649272	0
1471802	0.06636777	0
3668912	0.066313475	0
1994045	0.066157185	1
2811973	0.06609215	0
3405309	0.06601892	2
2949791	0.06591392	0
3262532	0.06585594	0
2822213	0.06582643	0
2830981	0.06581199	0
2654875	0.0657521	0
2767154	0.065702386	0
2823152	0.06568392	0
3652101	0.06567227	0
3852773	0.065601416	0
2803896	0.0655861	0
3667313	0.065548144	0
3251526	0.06549044	0
3712083	0.06546085	2
3038108	0.06537158	0
3296170	0.065365106	0
2780822	0.065249026	0
2561010	0.06516995	0
3699945	0.06510813	0
3449106	0.06501367	0
2858201	0.06493732	0
3809295	0.06481882	0
3504870	0.06470586	0
2783071	0.064471506	0
2211778	0.06430749	1
2804729	0.06428802	0
3298518	0.0642623	0
3878280	0.064119674	0
3184652	0.06408084	0
3097146	0.06404744	2
2409359	0.063991606	0
1065049	0.063927524	0
3044791	0.063858956	0
3294359	0.06384034	0
2824745	0.06373281	0
3543877	0.06372723	0
3848642	0.06369876	2
3713268	0.06357367	0
3652182	0.06342172	1
3236161	0.063369885	0
3446515	0.0633165	0
3691090	0.0631299	0
2868883	0.06309074	0
3822403	0.06293161	0
3552977	0.062917955	0
3228943	0.06287	0
3410066	0.06267561	0
2946585	0.06259526	2
3730937	0.062562756	0
3858662	0.06253063	0
2467417	0.06235574	0
3778795	0.062261138	0
2690070	0.06225438	0
3784866	0.062236514	1
3215421	0.062165584	0
2901793	0.062161867	0
3101761	0.061982144	0
3276896	0.06173427	0
2941781	0.061688196	2
3245494	0.061663922	0
3519253	0.061606925	0
2515428	0.061589446	1
2799006	0.061580595	0
3651313	0.06152365	0
3497945	0.061510235	0
3670623	0.061457306	0
1661648	0.06145729	0
3562675	0.06141841	0
3420726	0.061376102	0
3405308	0.061361082	0
2822819	0.061353628	0
3048003	0.061192185	0
3125011	0.06119029	0
3492104	0.061175082	0
2664208	0.061086584	0
3889324	0.060801737	2
2226001	0.060677603	0
3056805	0.06062779	0
3402273	0.060406778	1
3790836	0.060357183	0
2858720	0.06029272	0
1832125	0.060270857	0
3583672	0.060136642	0
2518350	0.060053274	0
3488028	0.060042	0
3236321	0.0600242	0
1323318	0.05999616	0
3840064	0.059913725	0
3681594	0.05988999	0
2518342	0.059768498	0
2874339	0.05957078	0
2614953	0.059509125	0
3535134	0.059485536	1
3517774	0.059415508	0
2409965	0.0592215	0
3808237	0.059059594	0
2569135	0.059032153	0
3047965	0.059006475	1
3142033	0.05898117	1
3830793	0.058964305	0
3752470	0.058783177	0
3603117	0.058687255	0
3472272	0.058566682	0
3723820	0.058384757	0
149426	0.058365438	1
2912845	0.05831384	0
1824728	0.05831257	0
3793483	0.058257133	0
3481865	0.058208972	0
3721868	0.058185365	0
3820459	0.058059316	0
3077500	0.058011163	0
2117004	0.0578605	0
3764970	0.05778621	0
1828725	0.057779945	0
3238209	0.05773419	0
3461717	0.057500567	0
3680636	0.057429954	0
3757881	0.057398267	0
3016814	0.057182305	0
2350146	0.057182055	1
3667229	0.05707125	0
3751822	0.05705373	0
2879604	0.056907926	0
3834722	0.05684926	1
3080571	0.056713287	0
3507601	0.05668993	0
3708105	0.05656843	1
3012438	0.056533262	0
1654185	0.056437723	0
3402108	0.05637432	0
3401837	0.056253865	0
3628830	0.05597634	1
3116297	0.05593902	1
3024361	0.055931322	0
3819729	0.055857833	0
150384	0.05577272	0
2479703	0.055742823	1
2803828	0.05570537	0
2905609	0.05569273	1
2377328	0.05565401	0
3015310	0.055460528	0
1624823	0.05539214	1
3184670	0.05537681	0
3546898	0.055353973	0
3076368	0.055250984	0
2613578	0.055177946	0
3798354	0.05514017	0
2556666	0.055101387	0
3081498	0.05506776	0
3229076	0.05498894	0
3829705	0.054981656	0
3221016	0.054975577	0
2579921	0.054821126	0
2225420	0.054741643	0
3543884	0.0545963	0
3317586	0.054488726	0
3872300	0.054440033	0
150570	0.054410875	1
3307169	0.05438177	0
2615771	0.05436252	0
2723667	0.054327145	2
2292427	0.054255124	0
3452297	0.0542298	0
2857609	0.054228306	0
2987777	0.054176703	0
3108514	0.0540376	2
3124298	0.053984907	1
3416909	0.053957954	0
3843339	0.053952888	0
3705133	0.053845555	0
2868169	0.053742222	0
3657208	0.05360977	0
3662910	0.053557456	0
2490671	0.053535905	0
2798987	0.05345235	0
3481864	0.053349957	0
3507100	0.053254288	0
3608314	0.053246062	0
3607889	0.053235896	2
3047985	0.053198215	1
2628868	0.053048316	0
3293000	0.053010803	0
3440503	0.052969478	0
2366049	0.052932527	0
3120191	0.052905597	0
3866074	0.052781142	0
3819473	0.052739117	0
3622678	0.052531667	0
3124996	0.052480195	0
3153853	0.05243954	0
2874484	0.05235075	0
3766543	0.052326314	0
2124710	0.052226692	1
3287104	0.05215223	0
3508117	0.05202133	0
3292996	0.05199738	0
3292813	0.051981922	0
1564427	0.051931813	0
3571948	0.05187733	0
3853250	0.05174451	0
2174471	0.05173014	1
3573501	0.051726427	1
3508578	0.051620595	0
2868350	0.05161208	0
3830340	0.05140863	0
3276787	0.051405314	0
3470974	0.051402222	0
3337746	0.051361125	0
3754388	0.05135831	0
3766144	0.051323187	0
3527348	0.051307905	0
2832020	0.051229883	1
3474996	0.051140368	0
3816136	0.051062144	0
3087675	0.051058855	0
3499274	0.050867297	1
2740112	0.05086519	0
3317136	0.050831754	2
3409655	0.05077741	0
2678974	0.050773475	0
419368	0.050761245	0
3438860	0.05072969	0
1855052	0.050671913	0
3628261	0.05065458	0
2503992	0.05052811	0
3234063	0.05046294	0
3830270	0.05044944	0
3814067	0.050431315	0
2762433	0.05027373	0
3532918	0.050239384	0
3358560	0.050205193	0
2810690	0.05016704	0
3423047	0.050102632	0
3594936	0.049918532	0
3119938	0.049781553	0
544835	0.049753636	1
3862511	0.049629726	0
2827428	0.0495385	0
2649919	0.04953847	0
2660475	0.049537394	0
3096029	0.0494651	0
2780354	0.0493706	0
3498724	0.049288224	0
3680992	0.049225673	0
3362038	0.049214084	1
1175853	0.049169548	1
3817776	0.04899927	0
3270907	0.048990086	2
1636720	0.048989218	1
2764564	0.04891912	1
2822156	0.048777677	0
3482795	0.04876906	0
3137835	0.048757542	0
3152448	0.048701964	0
2687807	0.048680294	0
2647932	0.0486419	0
3778772	0.048552725	0
1781572	0.04852391	1
3305391	0.04848753	0
3425771	0.048474982	0
3212799	0.048462603	0
2852753	0.0484539	0
3036638	0.048369713	0
3446019	0.048331182	0
3103668	0.048258502	0
1802740	0.048253726	2
2100429	0.04820312	0
2613252	0.04817387	0
2556099	0.04814522	0
3545848	0.04809106	0
3657244	0.048082627	0
516788	0.048045494	0
3778797	0.047933064	0
3654220	0.047913916	0
3443991	0.047866393	0
2826297	0.04786239	0
3763108	0.047693044	0
3601239	0.047577206	0
2940872	0.047548715	2
3891412	0.047510237	0
2671124	0.04750316	0
3687094	0.0474728	2
1584242	0.04739115	0
2661585	0.047390953	0
3025377	0.047353745	0
3114343	0.047329567	0
2721844	0.047212537	0
3504232	0.04717464	0
1863421	0.04713209	0
3814533	0.047009956	0
3699929	0.04700601	0
2665719	0.0469006	0
3666903	0.0468829	0
3284291	0.046742786	0
2710509	0.046736408	0
3225571	0.046703577	0
1523324	0.04663242	0
2899806	0.046588235	1
3379595	0.046487052	1
3876014	0.046463326	0
3537557	0.046420295	2
2650692	0.0463737	0
1784103	0.046344735	0
3223953	0.04627792	0
3841950	0.046097014	0
3139357	0.046063513	0
3524099	0.046035208	1
2794498	0.045858346	0
3366229	0.04585651	0
2998520	0.045786656	1
3671015	0.045757033	0
3363028	0.045741886	0
3193683	0.0457025	0
2595767	0.045639865	0
2570408	0.04558571	0
2939537	0.04556501	0
1852090	0.045552023	1
1459474	0.04540962	1
3754380	0.045375016	0
3322723	0.045355897	1
3152194	0.04529201	0
3778775	0.045288935	0
3492210	0.045253467	0
3162253	0.045164697	0
2883350	0.0450999	0
1533899	0.045039415	0
2569912	0.044941228	0
3505421	0.044887695	0
3726902	0.04485628	0
3621651	0.04485094	0
2447834	0.044617068	0
2366074	0.044486243	0
3431057	0.044481277	0
3591536	0.044403557	0
2118050	0.044398304	1
3373984	0.044329092	0
2797962	0.04428524	0
3728146	0.044231333	0
3662109	0.044123337	2
2848339	0.044056427	0
2615123	0.044045184	0
2768156	0.04399068	0
3848272	0.043895688	0
3194770	0.043808967	0
1947981	0.043756396	0
1369002	0.043735124	1
149427	0.043719348	1
3612215	0.04368348	0
3108924	0.043552537	0
3814528	0.043393534	0
3533748	0.043338247	1
2494662	0.04326145	0
3497942	0.043257263	0
3520722	0.043131035	0
2763745	0.04304576	0
2875454	0.04301331	0
3152182	0.042985056	1
3413979	0.04291627	0
3726331	0.042765517	0
3405327	0.04273121	0
3681982	0.042532146	0
3556408	0.042509384	0
3573445	0.042464547	0
3745954	0.04245775	2
2706950	0.04219342	0
3520595	0.042173088	0
1794136	0.042087417	2
3713762	0.04202181	0
3808013	0.042004164	0
3649727	0.04199168	0
2222229	0.0419412	0
3766228	0.04173815	0
3618189	0.041585907	0
2292424	0.04155912	1
3410085	0.041498896	0
2571064	0.04146005	0
3516242	0.041306756	0
2526510	0.041283656	0
2637873	0.041267667	0
1166571	0.041219853	1
1661620	0.041201305	0
2671089	0.04116831	0
3500229	0.041078832	0
2646042	0.04101185	2
3847256	0.040944546	0
3794628	0.040891413	0
3180292	0.04087291	0
3616991	0.040814273	1
3693922	0.040683717	0
1564048	0.040598996	0
3851456	0.040598657	1
3304358	0.040539175	0
2890357	0.04053466	0
2908067	0.040533904	0
3444328	0.040526904	0
2843129	0.040509187	0
3506244	0.04038329	2
1513328	0.04032183	0
2778413	0.04029766	0
3663391	0.040218316	0
2603003	0.040161323	0
3392709	0.040107884	0
3415699	0.040050287	0
3770622	0.040017832	0
1566656	0.039962377	1
3329853	0.039903644	0
3060830	0.039852757	0
3628388	0.039815493	0
3426551	0.03980758	1
2136896	0.039800126	0
3630980	0.03974289	0
3481027	0.039727088	0
3674472	0.039721422	0
3389949	0.03968539	0
1481539	0.039628774	0
1402299	0.039349034	0
3692194	0.039339833	0
2651165	0.039332982	0
3529877	0.039295614	0
3224657	0.039293595	2
2244600	0.039273947	0
1500968	0.03911755	2
2276505	0.039067283	0
1865541	0.03905939	0
3102471	0.03904936	0
3575963	0.03900955	2
1079864	0.038940232	1
3660484	0.03886638	0
3116872	0.038835585	0
3835646	0.038672786	0
3554227	0.03840884	2
3428419	0.03827725	0
1634853	0.038171846	0
3661901	0.038171537	0
3337804	0.037834883	0
3673382	0.037817568	0
3224658	0.037800487	0
2964948	0.037691094	0
2518355	0.037677802	0
1698946	0.03742239	0
3555310	0.037323534	0
2758596	0.037314884	2
3472229	0.03707	0
3247021	0.037064508	0
3193698	0.037059	0
3572671	0.03680642	0
3012324	0.036734752	0
2713614	0.03673049	0
2268945	0.03669976	0
2666822	0.03667595	0
3629867	0.03661463	0
3767276	0.036407527	0
1087859	0.03633816	0
3778777	0.03616743	0
3792882	0.03611419	0
3265521	0.036022607	0
1994026	0.03601745	0
2914441	0.036005456	0
3353844	0.03598125	0
2238766	0.035972483	1
2515417	0.03587785	1
3424703	0.035865556	0
3054988	0.035842877	0
2759005	0.035815656	0
3021110	0.035752594	1
2815795	0.03571935	0
3202531	0.0357048	0
3392144	0.035660673	0
3015445	0.035504766	0
3699701	0.03548739	0
3010891	0.035380233	1
3644747	0.035359543	1
3771476	0.035305362	0
3816138	0.035246357	0
2684375	0.03523833	0
3626139	0.03511215	0
3486983	0.035100203	0
3769085	0.03489545	1
3037213	0.034832742	0
1664553	0.03471885	0
3464687	0.03463556	0
3065000	0.034583528	0
3168064	0.0344148	0
2841164	0.034363862	0
3178704	0.034289233	0
3582928	0.034201905	0
3122895	0.03417651	1
3138102	0.03416656	1
2972490	0.034119334	2
3481424	0.03411671	0
3206221	0.033806086	0
3872680	0.033786893	0
3003149	0.033780016	1
2827498	0.033642426	0
3884850	0.033574913	1
3102610	0.03338224	0
1464384	0.033303004	0
2763729	0.033178337	0
3410136	0.03311088	0
1459877	0.033073403	1
2797384	0.032962054	0
3529626	0.032833986	0
1247395	0.032767314	0
1550576	0.032761797	1
3517753	0.03275448	0
2666475	0.03269698	0
3326881	0.032595634	0
2671092	0.032581598	0
2747548	0.03240746	0
3505772	0.032343592	0
2613378	0.032310724	0
1781429	0.032294046	0
3760925	0.032278698	0
3191476	0.032252293	0
2096713	0.032050103	1
3146931	0.032045443	0
3271397	0.03195737	1
3776323	0.03191193	1
57751	0.031844877	0
2906445	0.031725205	1
2873547	0.031653814	0
2887527	0.031613227	0
3284288	0.03155661	0
2932940	0.031532288	0
153533	0.03136406	1
2834756	0.031343672	0
2807708	0.031268567	0
3157602	0.031263463	1
3850458	0.031162528	0
2729726	0.031122562	1
2025067	0.031063389	0
3352635	0.031016696	0
2943574	0.031002536	0
3699686	0.03092821	0
3643341	0.030910721	0
2766751	0.030880483	0
3215178	0.030866027	0
3780627	0.030795418	0
2809462	0.030689143	0
3122893	0.030646978	1
3626369	0.030622631	0
2825021	0.030606262	0
2918610	0.030476611	0
